Year,Date,Time,Report_Date,Report_Time,ACC_CODE,Institution,Road_Code,Road,Kilometer,Province,Vehicle1,Path_Description,Path_Description_1,Path_Description_2,Presumed_Cause,Presumed_Cause_1,Presumed_Cause_2,Accident_Type,Accident_Type_1,Accident_Type_2,Weather,Latitude,Longitude,Number_of_Vehicles_Involved,Total_Number_of_Incidents,Motorcycle,Three-wheeled_Vehicle,Sedan,Van,Passenger_Pickup_Truck,Bus,Pickup_Truck,Truck_6,Truck_>6<10,Truck_>10,E-Tan,Other,Pedestrian,Number_of_Fatalities,Number_of_Severe_Injuries,Number_of_Minor_Injuries,Total_of_Injuries
2022,10/9/2022,5:00,26/9/2022,10:36,7331980,กรมทางหลวง,121,เหมืองกุง - ต้นเปา,7.9,เชียงใหม่,รถปิคอัพบรรทุก 4 ล้อ,ทางตรง+ไม่มีความลาดชัน,ทางตรง,ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ขับรถเร็วเกินอัตรากำหนด,,พลิกคว่ำ/ตกถนนในทางตรง,พลิกคว่ำ,ตกถนนในทางตรง,ฝนตก,18.72683225,99.01814728,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2022,10/9/2022,13:50,11/1/2023,13:34,7556488,กรมทางหลวง,107,ล้องอ้อ - เมืองงาม,139.673,เชียงใหม่,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ทางโค้งกว้าง+ไม่มีความลาดชัน,ทางโค้งกว้าง,ไม่มีความลาดชัน,เมาสุรา,เมาสุรา,,พลิกคว่ำ/ตกถนนในทางโค้ง,พลิกคว่ำ,ตกถนนในทางโค้ง,ฝนตก,19.80871276,99.16816859,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,11/9/2022,3:50,11/1/2023,11:21,7556223,กรมทางหลวง,1001,เชียงใหม่ - บ้านโป่ง,10.55,เชียงใหม่,รถจักรยานยนต์,ทางตรง+ไม่มีความลาดชัน,ทางตรง,ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ขับรถเร็วเกินอัตรากำหนด,,ชนท้าย,ชนท้าย,,แจ่มใส,18.9029924,99.00480489,2,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
2022,11/9/2022,19:00,26/9/2022,11:26,6982592,กรมทางหลวง,1001,บ้านโป่ง - พร้าว,54.05,เชียงใหม่,รถจักรยานยนต์,ทางตรง+ไม่มีความลาดชัน,ทางตรง,ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ขับรถเร็วเกินอัตรากำหนด,,พลิกคว่ำ/ตกถนนในทางตรง,พลิกคว่ำ,ตกถนนในทางตรง,ฝนตก,19.07290451,99.12917464,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2022,12/9/2022,0:00,26/9/2022,10:35,6982320,กรมทางหลวง,11,อุโมงค์ - รินคำ,556.585,เชียงใหม่,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ทางตรง+ไม่มีความลาดชัน,ทางตรง,ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ขับรถเร็วเกินอัตรากำหนด,,ชนท้าย,ชนท้าย,,แจ่มใส,18.80546401,99.01773153,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,13/9/2022,1:00,9/1/2023,11:06,7554400,กรมทางหลวง,1001,เชียงใหม่ - บ้านโป่ง,4.425,เชียงใหม่,รถจักรยานยนต์,ทางตรง+ไม่มีความลาดชัน,ทางตรง,ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ขับรถเร็วเกินอัตรากำหนด,,พลิกคว่ำ/ตกถนนในทางตรง,พลิกคว่ำ,ตกถนนในทางตรง,แจ่มใส,18.84968511,99.013893,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2022,13/9/2022,5:40,26/9/2022,11:12,6982511,กรมทางหลวง,121,ต้นเปา - ดอนแก้ว,24,เชียงใหม่,รถปิคอัพบรรทุก 4 ล้อ,ทางตรง+ไม่มีความลาดชัน,ทางตรง,ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ขับรถเร็วเกินอัตรากำหนด,,พลิกคว่ำ/ตกถนนในทางตรง,พลิกคว่ำ,ตกถนนในทางตรง,แจ่มใส,18.83645761,99.03146981,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2022,13/9/2022,6:15,2/12/2022,15:06,7425574,กรมทางหลวง,1367,,12.78,เชียงใหม่,รถปิคอัพบรรทุก 4 ล้อ,ทางตรง+ไม่มีความลาดชัน,ทางตรง,ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ขับรถเร็วเกินอัตรากำหนด,,ชนท้าย,ชนท้าย,,แจ่มใส,18.89224436,99.01348427,2,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2022,13/9/2022,6:50,9/12/2022,14:49,7448064,กรมทางหลวง,1001,,3,เชียงใหม่,รถจักรยานยนต์,ทางตรง+ไม่มีความลาดชัน,ทางตรง,ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ขับรถเร็วเกินอัตรากำหนด,,ชนท้าย,ชนท้าย,,แจ่มใส,18.83675547,99.0129243,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,14/9/2022,13:24,16/9/2022,12:27,6917688,กรมทางหลวงชนบท,ชม.3004,แยกทางหลวงหมายเลข 107 (กม.ที่ 138+500) - บ้านหนองยาว,9.25,เชียงใหม่,รถจักรยานยนต์,ทางตรง+ไม่มีความลาดชัน,ทางตรง,ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ขับรถเร็วเกินอัตรากำหนด,,,,,แจ่มใส,19.859961,99.138607,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2022,16/9/2022,2:00,11/1/2023,11:19,7556213,กรมทางหลวง,11,อุโมงค์ - รินคำ,557.075,เชียงใหม่,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ทางตรง+ไม่มีความลาดชัน,ทางตรง,ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ขับรถเร็วเกินอัตรากำหนด,,พลิกคว่ำ/ตกถนนในทางตรง,พลิกคว่ำ,ตกถนนในทางตรง,แจ่มใส,18.80841687,99.01427685,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2022,16/9/2022,20:10,11/1/2023,11:25,7556235,กรมทางหลวง,1001,เชียงใหม่ - บ้านโป่ง,11.8,เชียงใหม่,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ทางตรง+ไม่มีความลาดชัน,ทางตรง,ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ขับรถเร็วเกินอัตรากำหนด,,ชนท้าย,ชนท้าย,,แจ่มใส,18.91286484,98.99912372,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,17/9/2022,1:00,11/1/2023,11:12,7556204,กรมทางหลวง,11,อุโมงค์ - รินคำ,552.39,เชียงใหม่,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ทางตรง+ไม่มีความลาดชัน,ทางตรง,ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ขับรถเร็วเกินอัตรากำหนด,,พลิกคว่ำ/ตกถนนในทางตรง,พลิกคว่ำ,ตกถนนในทางตรง,แจ่มใส,18.76912658,99.02885734,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,17/9/2022,22:00,11/1/2023,11:21,7556222,กรมทางหลวง,121,ต้นเปา - ดอนแก้ว,22,เชียงใหม่,รถปิคอัพบรรทุก 4 ล้อ,,,,ขับรถเร็วเกินอัตรากำหนด,ขับรถเร็วเกินอัตรากำหนด,,พลิกคว่ำ/ตกถนนในทางตรง,พลิกคว่ำ,ตกถนนในทางตรง,ฝนตก,18.82702913,99.04717146,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
2022,18/9/2022,0:25,11/1/2023,13:36,7556492,กรมทางหลวง,107,ล้องอ้อ - เมืองงาม,149.095,เชียงใหม่,รถปิคอัพบรรทุก 4 ล้อ,ทางตรง+ไม่มีความลาดชัน,ทางตรง,ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ขับรถเร็วเกินอัตรากำหนด,,พลิกคว่ำ/ตกถนนในทางตรง,พลิกคว่ำ,ตกถนนในทางตรง,แจ่มใส,19.88896,99.19679581,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2022,18/9/2022,4:25,11/1/2023,13:35,7556493,กรมทางหลวง,107,ล้องอ้อ - เมืองงาม,144.714,เชียงใหม่,รถปิคอัพบรรทุก 4 ล้อ,ทางตรง+ไม่มีความลาดชัน,ทางตรง,ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ขับรถเร็วเกินอัตรากำหนด,,พลิกคว่ำ/ตกถนนในทางตรง,พลิกคว่ำ,ตกถนนในทางตรง,แจ่มใส,19.85460104,99.17487411,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
2022,19/9/2022,12:10,11/1/2023,11:20,7556217,กรมทางหลวง,118,เชียงใหม่ - ดอยนางแก้ว,50.7,เชียงใหม่,รถปิคอัพบรรทุก 4 ล้อ,ทางตรง+ไม่มีความลาดชัน,ทางตรง,ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ขับรถเร็วเกินอัตรากำหนด,,ชนท้าย,ชนท้าย,,แจ่มใส,19.05858768,99.36114818,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
2022,19/9/2022,13:00,11/1/2023,13:32,7556485,กรมทางหลวง,107,หัวโท - ล้องอ้อ,128.204,เชียงใหม่,รถจักรยานยนต์,,,,ขับรถเร็วเกินอัตรากำหนด,ขับรถเร็วเกินอัตรากำหนด,,ชนท้าย,ชนท้าย,,แจ่มใส,19.71293732,99.14252131,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,19/9/2022,23:00,11/1/2023,13:33,7556479,กรมทางหลวง,107,หัวโท - ล้องอ้อ,137.649,เชียงใหม่,รถปิคอัพบรรทุก 4 ล้อ,ทางตรง+ไม่มีความลาดชัน,ทางตรง,ไม่มีความลาดชัน,หลับใน,หลับใน,,พลิกคว่ำ/ตกถนนในทางตรง,พลิกคว่ำ,ตกถนนในทางตรง,แจ่มใส,19.79096147,99.16568487,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
2022,20/9/2022,0:30,9/1/2023,12:40,7554482,กรมทางหลวง,1317,ดอนจั่น - สันกลางใต้,1.915,เชียงใหม่,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ทางตรง+ไม่มีความลาดชัน,ทางตรง,ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ขับรถเร็วเกินอัตรากำหนด,,พลิกคว่ำ/ตกถนนในทางตรง,พลิกคว่ำ,ตกถนนในทางตรง,แจ่มใส,18.75938449,99.04566942,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,20/9/2022,22:30,9/1/2023,10:49,7554376,กรมทางหลวง,1001,เชียงใหม่ - บ้านโป่ง,1.65,เชียงใหม่,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ทางตรง+ไม่มีความลาดชัน,ทางตรง,ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ขับรถเร็วเกินอัตรากำหนด,,พลิกคว่ำ/ตกถนนในทางตรง,พลิกคว่ำ,ตกถนนในทางตรง,ฝนตก,18.82450818,99.01201038,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2022,21/9/2022,0:00,9/1/2023,12:31,7554471,กรมทางหลวง,1141,ดอนจั่น - เชียงใหม่,3.128,เชียงใหม่,รถปิคอัพบรรทุก 4 ล้อ,ทางโค้งกว้าง+ไม่มีความลาดชัน,ทางโค้งกว้าง,ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ขับรถเร็วเกินอัตรากำหนด,,พลิกคว่ำ/ตกถนนในทางตรง,พลิกคว่ำ,ตกถนนในทางตรง,แจ่มใส,18.75785049,98.999691,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2022,21/9/2022,16:20,2/12/2022,11:00,7424951,กรมทางหลวง,1367,,12.745,เชียงใหม่,รถจักรยานยนต์,ทางตรง+ไม่มีความลาดชัน,ทางตรง,ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ขับรถเร็วเกินอัตรากำหนด,,ชนท้าย,ชนท้าย,,แจ่มใส,18.89219149,99.01380265,2,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2
2022,23/9/2022,2:30,11/1/2023,11:28,7556243,กรมทางหลวง,1317,สันกลางใต้ - ห้วยแก้ว,10.9,เชียงใหม่,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ทางตรง+ไม่มีความลาดชัน,ทางตรง,ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ขับรถเร็วเกินอัตรากำหนด,,พลิกคว่ำ/ตกถนนในทางตรง,พลิกคว่ำ,ตกถนนในทางตรง,แจ่มใส,18.71669904,99.11725758,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2022,24/9/2022,1:30,9/1/2023,11:05,7554397,กรมทางหลวง,1001,เชียงใหม่ - บ้านโป่ง,4.225,เชียงใหม่,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ทางตรง+ไม่มีความลาดชัน,ทางตรง,ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ขับรถเร็วเกินอัตรากำหนด,,พลิกคว่ำ/ตกถนนในทางตรง,พลิกคว่ำ,ตกถนนในทางตรง,ฝนตก,18.84787313,99.01379673,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,25/9/2022,11:00,4/11/2022,14:35,7332061,กรมทางหลวง,107,เชียงใหม่ - ขี้เหล็กหลวง,18.62,เชียงใหม่,รถปิคอัพบรรทุก 4 ล้อ,ทางตรง+ไม่มีความลาดชัน,ทางตรง,ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ขับรถเร็วเกินอัตรากำหนด,,ชนในทิศทางตรงกันข้าม (ไม่ใช่การแซง),ชนในทิศทางตรงกันข้าม (ไม่ใช่การแซง),,ฝนตก,18.93336442,98.94073335,3,3,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,2,2
2022,27/9/2022,21:00,9/12/2022,9:46,7446124,กรมทางหลวง,121,,9.07,เชียงใหม่,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ทางตรง+ไม่มีความลาดชัน,ทางตรง,ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ขับรถเร็วเกินอัตรากำหนด,,พลิกคว่ำ/ตกถนนในทางตรง,พลิกคว่ำ,ตกถนนในทางตรง,แจ่มใส,18.73141728,99.02809559,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3
2022,28/9/2022,2:00,11/1/2023,10:37,7556132,กรมทางหลวง,11,อุโมงค์ - รินคำ,543.688,เชียงใหม่,รถปิคอัพบรรทุก 4 ล้อ,,,,ขับรถเร็วเกินอัตรากำหนด,ขับรถเร็วเกินอัตรากำหนด,,ชนท้าย,ชนท้าย,,แจ่มใส,18.69228183,99.04947011,2,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2022,29/9/2022,4:00,2/12/2022,14:58,7425501,กรมทางหลวง,121,,43.2,เชียงใหม่,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ทางโค้งกว้าง+ไม่มีความลาดชัน,ทางโค้งกว้าง,ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ขับรถเร็วเกินอัตรากำหนด,,พลิกคว่ำ/ตกถนนในทางโค้ง,พลิกคว่ำ,ตกถนนในทางโค้ง,แจ่มใส,18.77891129,98.95812212,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2
2022,29/9/2022,15:02,14/11/2022,14:15,7311334,กรมทางหลวง,1001,บ้านโป่ง - พร้าว,73.35,เชียงใหม่,รถปิคอัพบรรทุก 4 ล้อ,ทางตรง+ไม่มีความลาดชัน,ทางตรง,ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ขับรถเร็วเกินอัตรากำหนด,,ชนท้าย,ชนท้าย,,แจ่มใส,19.19197964,99.17234211,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,2
2022,30/9/2022,0:30,14/11/2022,13:54,7311225,กรมทางหลวง,121,ต้นเปา - ดอนแก้ว,25,เชียงใหม่,รถจักรยานยนต์,ทางตรง+ไม่มีความลาดชัน,ทางตรง,ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ขับรถเร็วเกินอัตรากำหนด,,ชนท้าย,ชนท้าย,,แจ่มใส,18.8408637,99.02330309,2,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2022,1/10/2022,1:00,31/10/2022,9:29,7212288,กรมทางหลวง,1367,สันทรายน้อย - มหาวิทยาลัยแม่โจ้,0.1,เชียงใหม่,อื่นๆ,ทางตรง+ไม่มีความลาดชัน,ทางตรง,ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ขับรถเร็วเกินอัตรากำหนด,,พลิกคว่ำ/ตกถนนในทางตรง,พลิกคว่ำ,ตกถนนในทางตรง,ฝนตก,18.811847,99.02851938,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2022,1/10/2022,2:30,11/1/2023,13:32,7556487,กรมทางหลวง,1015,สะพานศรีวิชัย - สันป่าตอง,6.5,เชียงใหม่,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ทางโค้งกว้าง+ที่ลาดชัน,ทางโค้งกว้าง,ที่ลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ขับรถเร็วเกินอัตรากำหนด,,พลิกคว่ำ/ตกถนนในทางโค้ง,พลิกคว่ำ,ตกถนนในทางโค้ง,แจ่มใส,18.61234428,98.95979047,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,1/10/2022,3:00,12/1/2023,10:34,7557698,กรมทางหลวง,1009,จอมทอง - ดอยอินทนนท์,12,เชียงใหม่,รถจักรยานยนต์,ทางตรง+ไม่มีความลาดชัน,ทางตรง,ไม่มีความลาดชัน,ถนนลื่น,ถนนลื่น,,พลิกคว่ำ/ตกถนนในทางตรง,พลิกคว่ำ,ตกถนนในทางตรง,ฝนตก,18.51873239,98.65619122,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2022,1/10/2022,18:20,14/11/2022,14:03,7311271,กรมทางหลวง,107,หัวโท - ล้องอ้อ,126.25,เชียงใหม่,รถปิคอัพบรรทุก 4 ล้อ,,,,ขับรถเร็วเกินอัตรากำหนด,ขับรถเร็วเกินอัตรากำหนด,,ชนสิ่งกีดขวาง (บนผิวจราจร),ชนสิ่งกีดขวาง (บนผิวจราจร),,แจ่มใส,19.69639003,99.148172,5,5,4,0,0,0,0,0,1,0,0,0,0,0,0,1,1,3,4
2022,1/10/2022,18:20,9/1/2023,10:48,7554375,กรมทางหลวง,1001,เชียงใหม่ - บ้านโป่ง,1.4,เชียงใหม่,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ทางตรง+ไม่มีความลาดชัน,ทางตรง,ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ขับรถเร็วเกินอัตรากำหนด,,ชนท้าย,ชนท้าย,,แจ่มใส,18.82223829,99.01183564,3,3,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2022,1/10/2022,23:30,17/10/2022,11:49,7118435,กรมทางหลวง,121,ต้นเปา - ดอนแก้ว,17.8,เชียงใหม่,รถปิคอัพบรรทุก 4 ล้อ,,,,ขับรถเร็วเกินอัตรากำหนด,ขับรถเร็วเกินอัตรากำหนด,,ชนสิ่งกีดขวาง (บนผิวจราจร),ชนสิ่งกีดขวาง (บนผิวจราจร),,ฝนตก,18.79367234,99.06737654,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2022,3/10/2022,1:40,31/10/2022,9:14,7212213,กรมทางหลวง,118,เชียงใหม่ - ดอยนางแก้ว,12.6,เชียงใหม่,รถปิคอัพบรรทุก 4 ล้อ,ทางตรง+ไม่มีความลาดชัน,ทางตรง,ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ขับรถเร็วเกินอัตรากำหนด,,พลิกคว่ำ/ตกถนนในทางตรง,พลิกคว่ำ,ตกถนนในทางตรง,แจ่มใส,18.86447844,99.1178584,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2022,4/10/2022,0:30,27/12/2022,14:52,7512644,กรมทางหลวง,121,,26.27,เชียงใหม่,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,,,,ขับรถเร็วเกินอัตรากำหนด,ขับรถเร็วเกินอัตรากำหนด,,ชนท้าย,ชนท้าย,,แจ่มใส,18.84732473,99.01343652,2,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2022,5/10/2022,14:30,4/11/2022,14:33,7332115,กรมทางหลวง,107,ขี้เหล็กหลวง - แม่ทะลาย,49.5,เชียงใหม่,รถปิคอัพบรรทุก 4 ล้อ,ทางโค้งกว้าง+ที่ลาดชัน,ทางโค้งกว้าง,ที่ลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ขับรถเร็วเกินอัตรากำหนด,,พลิกคว่ำ/ตกถนนในทางโค้ง,พลิกคว่ำ,ตกถนนในทางโค้ง,ฝนตก,19.19760818,98.96371722,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2022,6/10/2022,10:00,12/1/2023,10:25,7557674,กรมทางหลวง,1001,บ้านโป่ง - พร้าว,79.05,เชียงใหม่,รถจักรยานยนต์,ทางเชื่อมเข้าพื้นที่ส่วนบุคคล,ทางเชื่อมเข้าพื้นที่ส่วนบุคคล,,"คน,รถ,สัตว์ตัดหน้ากระชั้นชิด","คน,รถ,สัตว์ตัดหน้ากระชั้นชิด",,อื่นๆ,อื่นๆ,,แจ่มใส,19.23878898,99.18600286,2,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
2022,7/10/2022,0:35,26/10/2022,9:19,7178542,กรมทางหลวง,109,ห้วยป่าไร่ - ฝาง,57.6,เชียงใหม่,รถปิคอัพบรรทุก 4 ล้อ,,,,ขับรถเร็วเกินอัตรากำหนด,ขับรถเร็วเกินอัตรากำหนด,,พลิกคว่ำ/ตกถนนในทางตรง,พลิกคว่ำ,ตกถนนในทางตรง,แจ่มใส,19.85029461,99.20809864,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
2022,7/10/2022,0:37,17/10/2022,13:16,7118827,กรมทางหลวงชนบท,ชม.3023,แยกทางหลวงหมายเลข 107 (กม.ที่ 150+600) - บ้านแม่สลัก,2.7,เชียงใหม่,รถจักรยานยนต์,ทางตรง+ไม่มีความลาดชัน,ทางตรง,ไม่มีความลาดชัน,"คน,รถ,สัตว์ตัดหน้ากระชั้นชิด","คน,รถ,สัตว์ตัดหน้ากระชั้นชิด",,,,,แจ่มใส,19.906921,99.221754,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2022,8/10/2022,19:40,12/1/2023,9:31,7557462,กรมทางหลวง,121,ต้นเปา - ดอนแก้ว,24.25,เชียงใหม่,รถจักรยานยนต์,ทางตรง+ไม่มีความลาดชัน,ทางตรง,ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ขับรถเร็วเกินอัตรากำหนด,,ชนท้าย,ชนท้าย,,แจ่มใส,18.83749666,99.02939389,2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2022,9/10/2022,11:00,12/1/2023,10:23,7557652,กรมทางหลวง,1001,บ้านโป่ง - พร้าว,67.8,เชียงใหม่,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ทางโค้งกว้าง+ไม่มีความลาดชัน,ทางโค้งกว้าง,ไม่มีความลาดชัน,ฝ่าฝืนสัญญาณไฟ/เครื่องหมายจราจร,ฝ่าฝืนสัญญาณไฟ,ฝ่าฝืนเครื่องหมายจราจร,ชนในทิศทางตรงกันข้าม (ไม่ใช่การแซง),ชนในทิศทางตรงกันข้าม (ไม่ใช่การแซง),,แจ่มใส,19.15097279,99.16340961,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2022,9/10/2022,18:40,7/12/2022,14:08,7439456,กรมทางหลวง,1001,,79.45,เชียงใหม่,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ทางเชื่อมเข้าพื้นที่ส่วนบุคคล,ทางเชื่อมเข้าพื้นที่ส่วนบุคคล,,"คน,รถ,สัตว์ตัดหน้ากระชั้นชิด","คน,รถ,สัตว์ตัดหน้ากระชั้นชิด",,ชนในทิศทางตรงกันข้าม (ไม่ใช่การแซง),ชนในทิศทางตรงกันข้าม (ไม่ใช่การแซง),,แจ่มใส,19.24247698,99.18560053,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2022,10/10/2022,4:50,20/10/2022,16:20,7141148,กรมทางหลวง,121,เหมืองกุง - ต้นเปา,7.725,เชียงใหม่,รถปิคอัพบรรทุก 4 ล้อ,ทางตรง+ไม่มีความลาดชัน,ทางตรง,ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ขับรถเร็วเกินอัตรากำหนด,,ชนสิ่งกีดขวาง (บนผิวจราจร),ชนสิ่งกีดขวาง (บนผิวจราจร),,แจ่มใส,18.7261718,99.01663451,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2022,10/10/2022,11:50,4/11/2022,14:32,7332129,กรมทางหลวง,107,ขี้เหล็กหลวง - แม่ทะลาย,56.65,เชียงใหม่,รถปิคอัพบรรทุก 4 ล้อ,ทางโค้งหักศอก+ไม่มีความลาดชัน,ทางโค้งหักศอก,ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ขับรถเร็วเกินอัตรากำหนด,,พลิกคว่ำ/ตกถนนในทางโค้ง,พลิกคว่ำ,ตกถนนในทางโค้ง,แจ่มใส,19.25092241,98.97086302,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2022,12/10/2022,21:30,27/10/2022,9:39,7185756,กรมทางหลวง,1150,กิ่วไฮ - ขุนแจ๋,22.15,เชียงใหม่,รถบรรทุก 6 ล้อ,ทางตรง+ไม่มีความลาดชัน,ทางตรง,ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ขับรถเร็วเกินอัตรากำหนด,,พลิกคว่ำ/ตกถนนในทางตรง,พลิกคว่ำ,ตกถนนในทางตรง,แจ่มใส,19.38922538,99.14144038,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
